Key,Name,pos1_value,pos2_value,pos3_value,pos4_value,pos5_value
1,abaddon,0.33992094861660077,0.015810276679841896,0.3181818181818182,0.045454545454545456,0.28063241106719367
2,alchemist,0.6959553695955369,0.0794979079497908,0.11854951185495119,0.05578800557880056,0.0502092050209205
3,ancient-apparition,0.0,0.011494252873563218,0.007662835249042145,0.13026819923371646,0.8505747126436781
4,anti-mage,0.8146788990825689,0.06605504587155964,0.09724770642201835,0.007339449541284404,0.014678899082568808
5,arc-warden,0.3440514469453376,0.6270096463022508,0.00964630225080386,0.00964630225080386,0.00964630225080386
6,axe,0.006459948320413436,0.003875968992248062,0.9741602067183462,0.011627906976744186,0.003875968992248062
7,bane,0.00546448087431694,0.04918032786885246,0.0546448087431694,0.226775956284153,0.6639344262295082
8,batrider,0.002651640702684786,0.18428902883659265,0.35565130924759697,0.2734504474643686,0.18395757374875704
9,beastmaster,0.004553734061930784,0.01912568306010929,0.9672131147540983,0.00546448087431694,0.0036429872495446266
10,bloodseeker,0.893542757417103,0.018033740546829553,0.08202443280977312,0.002326934264107039,0.004072134962187318
11,bounty-hunter,0.0018782870022539444,0.015777610818933134,0.07475582268970699,0.5860255447032306,0.32156273478587527
12,brewmaster,0.011673151750972763,0.038910505836575876,0.6964980544747081,0.1245136186770428,0.12840466926070038
13,bristleback,0.1320754716981132,0.22641509433962265,0.5660377358490566,0.05660377358490566,0.018867924528301886
14,broodmother,0.10465116279069768,0.3953488372093023,0.4883720930232558,0.0,0.011627906976744186
15,centaur-warrunner,0.008695652173913044,0.0,0.9826086956521739,0.0,0.008695652173913044
16,chaos-knight,0.8104089219330854,0.0037174721189591076,0.16728624535315986,0.011152416356877323,0.007434944237918215
17,chen,0.007407407407407408,0.003703703703703704,0.014814814814814815,0.14814814814814814,0.825925925925926
18,clinkz,0.023517883390494855,0.06124448799608035,0.02939735423811857,0.7212150906418422,0.164625183733464
19,clockwerk,0.0,0.022587268993839837,0.07186858316221766,0.4414784394250513,0.46406570841889117
20,crystal-maiden,0.0017226528854435831,0.0017226528854435831,0.0,0.06201550387596899,0.9345391903531438
21,dark-seer,0.005449591280653951,0.009536784741144414,0.9727520435967303,0.01226158038147139,0.0
22,dark-willow,0.009230769230769232,0.05846153846153846,0.0876923076923077,0.5846153846153846,0.26
23,dawnbreaker,0.049723756906077346,0.06353591160220995,0.5552486187845304,0.13535911602209943,0.19613259668508287
24,dazzle,0.0,0.046242774566473986,0.06936416184971098,0.10982658959537572,0.7745664739884393
25,death-prophet,0.009966777408637873,0.39867109634551495,0.521594684385382,0.03322259136212625,0.036544850498338874
26,disruptor,0.0,0.003134796238244514,0.0010449320794148381,0.1536050156739812,0.8422152560083594
27,doom,0.027353689567430027,0.014631043256997456,0.9045801526717557,0.031806615776081425,0.021628498727735368
28,dragon-knight,0.06201550387596899,0.3953488372093023,0.49612403100775193,0.046511627906976744,0.0
29,drow-ranger,0.9603960396039604,0.009900990099009901,0.0049504950495049506,0.009900990099009901,0.01485148514851485
30,earth-spirit,0.0,0.32370820668693007,0.10638297872340426,0.5349544072948328,0.034954407294832825
31,earthshaker,0.0019455252918287938,0.20817120622568094,0.1926070038910506,0.546692607003891,0.05058365758754864
32,elder-titan,0.03571428571428571,0.0,0.275974025974026,0.16558441558441558,0.5227272727272727
33,ember-spirit,0.013177159590043924,0.9619326500732065,0.008784773060029283,0.01171303074670571,0.004392386530014641
34,enchantress,0.006674082313681869,0.01668520578420467,0.08231368186874305,0.3526140155728587,0.5417130144605117
35,enigma,0.0,0.03870967741935484,0.8129032258064516,0.07096774193548387,0.07741935483870968
36,faceless-void,0.9685124864277959,0.002171552660152009,0.013029315960912053,0.008686210640608035,0.00760043431053203
37,grimstroke,0.0,0.005813953488372093,0.005813953488372093,0.45348837209302323,0.5348837209302325
