Key,Name,pos1_value,pos2_value,pos3_value,pos4_value,pos5_value
1,abaddon,0.34831460674157305,0.016853932584269662,0.22752808988764045,0.03932584269662921,0.36797752808988765
2,alchemist,0.7093397745571659,0.10466988727858294,0.10466988727858294,0.03784219001610306,0.043478260869565216
3,ancient-apparition,0.0,0.014492753623188406,0.008695652173913044,0.08695652173913043,0.8898550724637682
4,anti-mage,0.848780487804878,0.05203252032520325,0.07642276422764227,0.011382113821138212,0.011382113821138212
5,arc-warden,0.4484536082474227,0.5283505154639175,0.010309278350515464,0.010309278350515464,0.002577319587628866
6,axe,0.003416856492027335,0.004555808656036446,0.9749430523917996,0.015945330296127564,0.0011389521640091116
7,bane,0.007736943907156673,0.02127659574468085,0.03868471953578337,0.14119922630560927,0.7911025145067698
8,batrider,0.005172413793103448,0.3232758620689655,0.4836206896551724,0.12370689655172414,0.06422413793103449
9,beastmaster,0.006416131989000917,0.013748854262144821,0.9725022914757103,0.005499541704857928,0.0018331805682859762
10,bloodseeker,0.8848167539267016,0.0281413612565445,0.08180628272251309,0.0013089005235602095,0.003926701570680628
11,bounty-hunter,0.0010541110330288123,0.014406184118060435,0.08749121574139143,0.5959241040056219,0.3011243851018974
12,brewmaster,0.01556420233463035,0.05058365758754864,0.6342412451361867,0.08949416342412451,0.21011673151750973
13,bristleback,0.1744186046511628,0.16279069767441862,0.627906976744186,0.03488372093023256,0.0
14,broodmother,0.2011173184357542,0.43575418994413406,0.35195530726256985,0.00558659217877095,0.00558659217877095
15,centaur-warrunner,0.0,0.006993006993006993,0.9370629370629371,0.013986013986013986,0.04195804195804196
16,chaos-knight,0.7703703703703704,0.018518518518518517,0.18518518518518517,0.003703703703703704,0.022222222222222223
17,chen,0.015189873417721518,0.005063291139240506,0.020253164556962026,0.10632911392405063,0.8531645569620253
18,clinkz,0.032999164578111945,0.04427736006683375,0.045112781954887216,0.7101086048454469,0.16750208855472012
19,clockwerk,0.002008032128514056,0.0321285140562249,0.07630522088353414,0.40963855421686746,0.4799196787148594
20,crystal-maiden,0.0,0.0,0.0,0.06975138121546962,0.9302486187845304
21,dark-seer,0.0014492753623188406,0.007246376811594203,0.9797101449275363,0.010144927536231883,0.0014492753623188406
22,dark-willow,0.012345679012345678,0.053497942386831275,0.06172839506172839,0.6131687242798354,0.25925925925925924
23,dawnbreaker,0.03728070175438596,0.07017543859649122,0.5328947368421053,0.1206140350877193,0.23903508771929824
24,dazzle,0.0,0.12234042553191489,0.026595744680851064,0.07446808510638298,0.776595744680851
25,death-prophet,0.002840909090909091,0.34375,0.6022727272727273,0.019886363636363636,0.03125
26,disruptor,0.0,0.007526881720430108,0.001075268817204301,0.12365591397849462,0.867741935483871
27,doom,0.03190848886213125,0.022275737507525588,0.8982540638169777,0.03190848886213125,0.015653220951234198
28,dragon-knight,0.04666666666666667,0.36666666666666664,0.54,0.02,0.02666666666666667
29,drow-ranger,0.9666666666666667,0.011111111111111112,0.0,0.005555555555555556,0.016666666666666666
30,earth-spirit,0.002702702702702703,0.2797297297297297,0.12027027027027028,0.5459459459459459,0.051351351351351354
31,earthshaker,0.004792332268370607,0.1964856230031949,0.1757188498402556,0.5702875399361023,0.052715654952076675
32,elder-titan,0.013333333333333334,0.017777777777777778,0.3244444444444444,0.15555555555555556,0.4888888888888889
33,ember-spirit,0.015107212475633527,0.966374269005848,0.008284600389863547,0.008284600389863547,0.001949317738791423
34,enchantress,0.009202453987730062,0.010224948875255624,0.06441717791411043,0.2995910020449898,0.6165644171779141
35,enigma,0.031446540880503145,0.025157232704402517,0.8113207547169812,0.08176100628930817,0.050314465408805034
36,faceless-void,0.9573934837092731,0.005012531328320802,0.020050125313283207,0.006265664160401002,0.011278195488721804
37,grimstroke,0.0,0.0,0.00851063829787234,0.48936170212765956,0.502127659574468
38,gyrocopter,0.2079207920792079,0.019801980198019802,0.019801980198019802,0.38613861386138615,0.36633663366336633
